db,native,term_name,pvalue,significant,description,term_size,query_size,overlap,effective_domain_size,precision,recall,query,parents,term_id,fdr,intersection_genes
GO:BP,GO:0010498,proteasomal protein catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome."" [GOC:tb]",543,10,2,21026,0.2,0.003683241252302026,query_1,"['GO:0030163', 'GO:0051603']",GO:0010498,,
GO:BP,GO:0010565,regulation of ketone metabolic process,1.0,False,"""Any process that modulates the chemical reactions and pathways involving any of a class of organic compounds that contain the carbonyl group, CO, and in which the carbonyl group is bonded only to carbon atoms. The general formula for a ketone is RCOR, where R and R are alkyl or aryl groups."" [GOC:dph, GOC:tb]",127,10,2,21026,0.2,0.015748031496062992,query_1,"['GO:0019222', 'GO:0042180']",GO:0010565,,
GO:BP,GO:0010573,vascular endothelial growth factor production,1.0,False,"""The appearance of vascular endothelial growth factor production due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:rl]",37,10,1,21026,0.1,0.02702702702702703,query_1,['GO:0001816'],GO:0010573,,
GO:BP,GO:0010574,regulation of vascular endothelial growth factor production,1.0,False,"""Any process that modulates the frequency, rate, or extent of production of vascular endothelial growth factor."" [GOC:rl]",34,10,1,21026,0.1,0.029411764705882353,query_1,"['GO:0001817', 'GO:0010573']",GO:0010574,,
GO:BP,GO:0010575,positive regulation of vascular endothelial growth factor production,1.0,False,"""Any process that increases or activates the frequency, rate, or extent of production of vascular endothelial growth factor."" [GOC:BHF, GOC:rl]",31,10,1,21026,0.1,0.03225806451612903,query_1,"['GO:0001819', 'GO:0010573', 'GO:0010574']",GO:0010575,,
GO:BP,GO:0010591,regulation of lamellipodium assembly,1.0,False,"""Any process that modulates the rate, frequency or extent of the formation of a lamellipodium, a thin sheetlike extension of the surface of a migrating cell."" [GOC:dph, GOC:tb]",39,10,1,21026,0.1,0.02564102564102564,query_1,"['GO:0030032', 'GO:0120032', 'GO:1902743']",GO:0010591,,
GO:BP,GO:0010592,positive regulation of lamellipodium assembly,1.0,False,"""Any process that increases the rate, frequency or extent of the formation of a lamellipodium, a thin sheetlike extension of the surface of a migrating cell."" [GOC:dph, GOC:tb]",28,10,1,21026,0.1,0.03571428571428571,query_1,"['GO:0010591', 'GO:0030032', 'GO:0120034', 'GO:1902745']",GO:0010592,,
GO:BP,GO:0009896,positive regulation of catabolic process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]",546,10,3,21026,0.3,0.005494505494505495,query_1,"['GO:0009056', 'GO:0009893', 'GO:0009894']",GO:0009896,,
GO:BP,GO:0009755,hormone-mediated signaling pathway,1.0,False,"""The series of molecular signals mediated by the detection of a hormone."" [GOC:sm]",225,10,2,21026,0.2,0.008888888888888889,query_1,"['GO:0007165', 'GO:0032870']",GO:0009755,,
GO:BP,GO:0009651,response to salt stress,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment."" [GOC:jl]",24,10,1,21026,0.1,0.041666666666666664,query_1,['GO:0006970'],GO:0009651,,
GO:BP,GO:0009649,entrainment of circadian clock,1.0,False,"""The synchronization of a circadian rhythm to environmental time cues such as light."" [GOC:jid]",29,10,1,21026,0.1,0.034482758620689655,query_1,"['GO:0009605', 'GO:0042752']",GO:0009649,,
GO:BP,GO:0009185,ribonucleoside diphosphate metabolic process,1.0,False,"""The chemical reactions and pathways involving a ribonucleoside diphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",126,10,1,21026,0.1,0.007936507936507936,query_1,['GO:0009132'],GO:0009185,,
GO:BP,GO:0009191,ribonucleoside diphosphate catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of a ribonucleoside diphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",103,10,1,21026,0.1,0.009708737864077669,query_1,"['GO:0009134', 'GO:0009185']",GO:0009191,,
GO:BP,GO:0009199,ribonucleoside triphosphate metabolic process,1.0,False,"""The chemical reactions and pathways involving a ribonucleoside triphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",260,10,1,21026,0.1,0.0038461538461538464,query_1,['GO:0009141'],GO:0009199,,
GO:BP,GO:0009205,purine ribonucleoside triphosphate metabolic process,1.0,False,"""The chemical reactions and pathways involving purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",253,10,1,21026,0.1,0.003952569169960474,query_1,"['GO:0009144', 'GO:0009199']",GO:0009205,,
GO:BP,GO:0009250,glucan biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of glucans, polysaccharides consisting only of glucose residues."" [GOC:go_curators]",43,10,1,21026,0.1,0.023255813953488372,query_1,"['GO:0000271', 'GO:0044042']",GO:0009250,,
GO:BP,GO:0009259,ribonucleotide metabolic process,1.0,False,"""The chemical reactions and pathways involving a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",372,10,1,21026,0.1,0.002688172043010753,query_1,"['GO:0009117', 'GO:0019693']",GO:0009259,,
GO:BP,GO:0009261,ribonucleotide catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",136,10,1,21026,0.1,0.007352941176470588,query_1,"['GO:0009166', 'GO:0009259', 'GO:1901136']",GO:0009261,,
GO:BP,GO:0009266,response to temperature stimulus,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a temperature stimulus."" [GOC:hb]",170,10,2,21026,0.2,0.011764705882352941,query_1,['GO:0009628'],GO:0009266,,
GO:BP,GO:0010594,regulation of endothelial cell migration,1.0,False,"""Any process that modulates the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]",169,10,2,21026,0.2,0.011834319526627219,query_1,"['GO:0030334', 'GO:0043542']",GO:0010594,,
GO:BP,GO:0009299,mRNA transcription,1.0,False,"""The cellular synthesis of messenger RNA (mRNA) from a DNA template."" [GOC:jl]",52,10,1,21026,0.1,0.019230769230769232,query_1,"['GO:0006351', 'GO:0016071']",GO:0009299,,
GO:BP,GO:0009408,response to heat,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:lr]",101,10,2,21026,0.2,0.019801980198019802,query_1,"['GO:0006950', 'GO:0009266']",GO:0009408,,
GO:BP,GO:0009410,response to xenobiotic stimulus,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organism exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]",439,10,3,21026,0.3,0.00683371298405467,query_1,['GO:0042221'],GO:0009410,,
GO:BP,GO:0009451,RNA modification,1.0,False,"""The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically."" [GOC:go_curators, ISBN:1555811337]",174,10,1,21026,0.1,0.005747126436781609,query_1,"['GO:0016070', 'GO:0043412']",GO:0009451,,
GO:BP,GO:0009607,response to biotic stimulus,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1634,10,3,21026,0.3,0.0018359853121175031,query_1,['GO:0050896'],GO:0009607,,
GO:BP,GO:0009611,response to wounding,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."" [GOC:go_curators]",568,10,3,21026,0.3,0.00528169014084507,query_1,['GO:0006950'],GO:0009611,,
GO:BP,GO:0009612,response to mechanical stimulus,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."" [GOC:hb]",222,10,1,21026,0.1,0.0045045045045045045,query_1,"['GO:0009605', 'GO:0009628']",GO:0009612,,
GO:BP,GO:0009617,response to bacterium,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]",728,10,2,21026,0.2,0.0027472527472527475,query_1,['GO:0051707'],GO:0009617,,
GO:BP,GO:0009648,photoperiodism,1.0,False,"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of detection of, or exposure to, a period of light or dark of a given length, measured relative to a particular duration known as the 'critical day length'. The critical day length varies between species."" [GOC:jid, GOC:pj, ISBN:0582015952, ISBN:0697037754, ISBN:0709408862]",27,10,1,21026,0.1,0.037037037037037035,query_1,['GO:0009416'],GO:0009648,,
GO:BP,GO:0009306,protein secretion,1.0,False,"""The controlled release of proteins from a cell."" [GOC:ai]",379,10,1,21026,0.1,0.002638522427440633,query_1,"['GO:0015031', 'GO:0032940', 'GO:0035592']",GO:0009306,,
GO:BP,GO:0009181,purine ribonucleoside diphosphate catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of purine ribonucleoside diphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",100,10,1,21026,0.1,0.01,query_1,"['GO:0009137', 'GO:0009179', 'GO:0009191']",GO:0009181,,
GO:BP,GO:0010595,positive regulation of endothelial cell migration,1.0,False,"""Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]",107,10,2,21026,0.2,0.018691588785046728,query_1,"['GO:0010594', 'GO:0030335', 'GO:0043542']",GO:0010595,,
GO:BP,GO:0010631,epithelial cell migration,1.0,False,"""The orderly movement of an epithelial cell from one site to another, often during the development of a multicellular organism."" [GOC:ascb_2009, GOC:BHF, GOC:dph, GOC:tb]",95,10,2,21026,0.2,0.021052631578947368,query_1,"['GO:0001667', 'GO:0090132']",GO:0010631,,
GO:BP,GO:0010799,regulation of peptidyl-threonine phosphorylation,1.0,False,"""Any process that modulates the frequency, rate or extent of peptidyl-threonine phosphorylation. Peptidyl-threonine phosphorylation is the phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine."" [GOC:dph, GOC:tb]",38,10,1,21026,0.1,0.02631578947368421,query_1,"['GO:0001932', 'GO:0018107']",GO:0010799,,
GO:BP,GO:0010800,positive regulation of peptidyl-threonine phosphorylation,1.0,False,"""Any process that increases the frequency, rate or extent of peptidyl-threonine phosphorylation. Peptidyl-threonine phosphorylation is the phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine."" [GOC:dph, GOC:tb]",25,10,1,21026,0.1,0.04,query_1,"['GO:0001934', 'GO:0010799', 'GO:0018107']",GO:0010800,,
GO:BP,GO:0010810,regulation of cell-substrate adhesion,1.0,False,"""Any process that modulates the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]",217,10,2,21026,0.2,0.009216589861751152,query_1,"['GO:0030155', 'GO:0031589']",GO:0010810,,
GO:BP,GO:0010811,positive regulation of cell-substrate adhesion,1.0,False,"""Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]",126,10,1,21026,0.1,0.007936507936507936,query_1,"['GO:0010810', 'GO:0031589', 'GO:0045785']",GO:0010811,,
